ID,RA,DEC,CONFIDENCE,FLG_SPEC,CLASS
radec_343.9844634_-50.751555,343.9844634,-50.751555,0.874587,0,3
radec_7.16803511_32.627022,7.16803511,32.627022,0.874578,0,3
radec_143.6887412_-6.104754,143.6887412,-6.104754,0.874564,0,3
radec_33.41548087_-26.472371,33.41548087,-26.472371,0.874564,0,3
radec_230.2160699_13.480479,230.2160699,13.480479,0.87456,0,3
radec_59.76297736_-17.993848,59.76297736,-17.993848,0.874545,0,3
radec_113.2117138_18.623492,113.2117138,18.623492,0.87454,0,3
radec_175.0383903_-1.357568,175.0383903,-1.357568,0.874526,0,3
radec_183.5040721_34.240671,183.5040721,34.240671,0.874517,1,2
radec_119.4660906_2.790459,119.4660906,2.790459,0.874515,0,3
radec_25.89321997_-15.287801,25.89321997,-15.287801,0.87449,0,3
radec_300.6285931_-53.233099,300.6285931,-53.233099,0.874471,0,3
radec_127.351709_36.513765,127.351709,36.513765,0.87444,0,3
radec_116.9839757_25.804904,116.9839757,25.804904,0.874429,0,3
radec_67.3422451_-4.171383,67.3422451,-4.171383,0.874419,0,3
radec_175.998198_55.415485,175.998198,55.415485,0.874413,1,2
radec_345.9162103_24.650427,345.9162103,24.650427,0.874404,0,3
radec_124.1342581_57.822233,124.1342581,57.822233,0.874397,0,3
radec_189.1006493_-5.577048,189.1006493,-5.577048,0.874378,0,3
radec_15.22845499_-33.863889,15.22845499,-33.863889,0.874362,0,3
radec_203.8981752_16.510684,203.8981752,16.510684,0.874362,0,3
radec_211.5926556_-6.099658,211.5926556,-6.099658,0.874341,0,3
radec_333.3370464_-4.472455,333.3370464,-4.472455,0.87434,0,3
radec_352.521948_-44.38101,352.521948,-44.38101,0.874326,0,3
radec_154.4876021_-3.673671,154.4876021,-3.673671,0.8743,0,3
radec_25.17849858_-40.038256,25.17849858,-40.038256,0.874292,0,3
radec_160.8403177_46.879231,160.8403177,46.879231,0.874278,0,3
radec_81.06733593_-19.827268,81.06733593,-19.827268,0.874273,0,3
radec_105.2464497_37.322942,105.2464497,37.322942,0.874272,0,3
radec_225.048345_36.056824,225.048345,36.056824,0.874269,1,2
radec_85.85759094_-27.627295,85.85759094,-27.627295,0.874241,0,3
radec_170.9944885_20.717622,170.9944885,20.717622,0.87424,0,3
radec_230.2439805_18.938042,230.2439805,18.938042,0.874227,0,3
radec_331.5076528_-47.899575,331.5076528,-47.899575,0.87421,0,3
radec_258.3653677_31.549116,258.3653677,31.549116,0.874203,0,3
radec_314.6513967_-5.240499,314.6513967,-5.240499,0.874188,0,3
radec_196.3912056_18.507331,196.3912056,18.507331,0.874181,0,3
radec_180.0086208_65.975471,180.0086208,65.975471,0.87418,0,3
radec_341.4317952_14.504237,341.4317952,14.504237,0.874153,0,3
radec_30.54832497_-22.936649,30.54832497,-22.936649,0.874132,0,3
radec_308.1589502_-56.639309,308.1589502,-56.639309,0.874118,0,3
radec_137.1766384_49.462248,137.1766384,49.462248,0.874117,0,3
radec_355.7239675_6.431301,355.7239675,6.431301,0.874117,0,3
radec_99.68300736_60.17055,99.68300736,60.17055,0.874089,0,3
radec_164.4736524_-8.169005,164.4736524,-8.169005,0.874086,0,3
radec_330.9730879_21.101522,330.9730879,21.101522,0.874083,0,3
radec_336.542366_21.150927,336.542366,21.150927,0.874077,0,3
radec_141.8557419_6.073368,141.8557419,6.073368,0.874074,1,2
radec_331.6520089_20.487543,331.6520089,20.487543,0.874038,0,3
radec_243.2025712_20.33542,243.2025712,20.33542,0.87403,0,3
radec_115.0245976_71.698736,115.0245976,71.698736,0.874021,0,3
radec_3.59547266_16.789034,3.59547266,16.789034,0.874017,0,3
radec_350.0549115_-50.275365,350.0549115,-50.275365,0.874014,0,3
radec_350.7531603_-44.793623,350.7531603,-44.793623,0.874004,0,3
radec_124.3103827_21.193707,124.3103827,21.193707,0.873983,0,3
radec_184.6833884_29.991319,184.6833884,29.991319,0.873972,0,3
radec_87.09093067_-24.505227,87.09093067,-24.505227,0.873966,0,3
radec_16.88934021_13.288051,16.88934021,13.288051,0.873931,0,3
radec_118.0438286_30.016848,118.0438286,30.016848,0.873923,0,3
radec_12.63009124_29.426461,12.63009124,29.426461,0.87392,0,3
radec_352.0180802_27.946834,352.0180802,27.946834,0.873916,0,3
radec_10.91755861_-58.664575,10.91755861,-58.664575,0.873875,0,3
radec_63.29885428_-13.40065,63.29885428,-13.40065,0.873839,0,3
radec_127.5580995_24.511664,127.5580995,24.511664,0.873832,0,3
radec_320.2103586_-11.044799,320.2103586,-11.044799,0.873815,0,3
radec_117.1925865_13.516737,117.1925865,13.516737,0.873811,0,3
radec_201.4435998_-2.699539,201.4435998,-2.699539,0.873811,0,3
radec_259.8150457_8.330788,259.8150457,8.330788,0.873811,0,3
radec_66.74824411_-33.678522,66.74824411,-33.678522,0.873791,0,3
radec_210.8253353_50.856247,210.8253353,50.856247,0.873782,0,3
radec_197.4607104_75.206871,197.4607104,75.206871,0.87378,0,3
radec_74.75403796_-3.158437,74.75403796,-3.158437,0.873779,0,3
radec_335.4502675_23.761435,335.4502675,23.761435,0.873777,0,3
radec_192.7984542_-9.519446,192.7984542,-9.519446,0.873765,0,3
radec_31.92325441_-7.774416,31.92325441,-7.774416,0.873757,1,2
radec_199.7217716_12.764281,199.7217716,12.764281,0.873745,0,3
radec_132.1753072_-2.307773,132.1753072,-2.307773,0.873734,0,3
radec_2.73505301_-4.50188,2.73505301,-4.50188,0.873675,0,3
radec_12.57625505_22.511878,12.57625505,22.511878,0.873674,0,3
radec_352.8524986_-46.4163,352.8524986,-46.4163,0.873669,0,3
radec_228.180359_8.377881,228.180359,8.377881,0.873667,0,3
radec_270.9127866_26.3153,270.9127866,26.3153,0.87366,0,3
radec_196.3267056_46.829333,196.3267056,46.829333,0.873655,0,3
radec_164.1564392_-0.274206,164.1564392,-0.274206,0.873642,0,3
radec_307.302191_-64.522775,307.302191,-64.522775,0.873641,0,3
radec_109.0822892_58.256758,109.0822892,58.256758,0.87364,0,3
radec_168.1141725_24.013136,168.1141725,24.013136,0.873636,0,3
radec_218.8696588_31.893261,218.8696588,31.893261,0.873636,0,3
radec_174.5566738_75.542286,174.5566738,75.542286,0.873628,0,3
radec_26.57071965_-17.946952,26.57071965,-17.946952,0.873628,0,3
radec_324.7233821_1.011975,324.7233821,1.011975,0.873594,0,3
radec_206.3880902_12.385842,206.3880902,12.385842,0.873571,0,3
radec_80.26095879_-42.858489,80.26095879,-42.858489,0.873564,0,3
radec_106.5059591_61.449264,106.5059591,61.449264,0.873503,0,3
radec_216.8207182_37.590514,216.8207182,37.590514,0.873501,0,3
radec_101.4599594_32.912215,101.4599594,32.912215,0.873495,0,3
radec_117.2876917_58.964085,117.2876917,58.964085,0.873489,0,3
radec_107.4242901_79.406767,107.4242901,79.406767,0.873486,0,3
radec_319.257533_-53.785697,319.257533,-53.785697,0.873472,0,3
radec_159.6876424_51.293044,159.6876424,51.293044,0.873467,0,3
radec_2.77941416_-6.37497,2.77941416,-6.37497,0.873461,0,3
radec_189.2144598_59.903505,189.2144598,59.903505,0.873417,1,2
radec_199.9401485_37.837338,199.9401485,37.837338,0.873417,0,3
radec_227.6670801_27.591279,227.6670801,27.591279,0.873411,0,3
radec_11.95078328_10.577501,11.95078328,10.577501,0.873409,0,3
radec_40.93608562_-0.099826,40.93608562,-0.099826,0.873406,0,3
radec_19.69531573_14.009582,19.69531573,14.009582,0.873401,0,3
radec_75.29935555_-63.073379,75.29935555,-63.073379,0.873397,0,3
radec_208.3827691_8.720582,208.3827691,8.720582,0.873385,0,3
radec_322.4352727_-13.236239,322.4352727,-13.236239,0.873359,0,3
radec_33.33167174_17.005294,33.33167174,17.005294,0.873351,0,3
radec_157.9440793_42.3417,157.9440793,42.3417,0.873339,0,3
radec_119.3819468_59.094265,119.3819468,59.094265,0.873304,0,3
radec_245.1278859_19.501021,245.1278859,19.501021,0.873303,0,3
radec_32.00676366_-46.232291,32.00676366,-46.232291,0.873277,0,3
radec_62.08473016_-13.598662,62.08473016,-13.598662,0.873268,0,3
radec_225.8272279_20.123237,225.8272279,20.123237,0.873263,0,3
radec_31.38598043_15.371744,31.38598043,15.371744,0.873234,0,3
radec_159.6090256_-23.658854,159.6090256,-23.658854,0.873217,0,3
radec_167.9269022_50.210138,167.9269022,50.210138,0.873216,0,3
radec_346.6614398_13.421709,346.6614398,13.421709,0.873215,0,3
radec_160.3805345_11.196724,160.3805345,11.196724,0.873214,0,3
radec_311.3630356_-5.92761,311.3630356,-5.92761,0.873214,0,3
radec_271.4390554_25.6691,271.4390554,25.6691,0.873207,0,3
radec_104.6472147_51.869431,104.6472147,51.869431,0.873194,0,3
radec_348.8712039_30.44044,348.8712039,30.44044,0.87317,0,3
radec_4.5701108_-43.783139,4.5701108,-43.783139,0.87317,0,3
radec_246.2271574_18.346137,246.2271574,18.346137,0.873168,0,3
radec_73.59161014_-64.56048,73.59161014,-64.56048,0.87313,0,3
radec_309.7003519_-60.236955,309.7003519,-60.236955,0.873127,0,3
radec_232.4839016_18.267705,232.4839016,18.267705,0.873124,0,3
radec_132.4435732_59.268323,132.4435732,59.268323,0.873115,0,3
radec_295.3275882_61.608554,295.3275882,61.608554,0.873102,0,3
radec_129.3614968_-7.525962,129.3614968,-7.525962,0.873095,0,3
radec_315.5963493_-40.08431,315.5963493,-40.08431,0.873094,0,3
radec_42.81175619_-17.998025,42.81175619,-17.998025,0.873088,0,3
radec_322.6843557_-41.395869,322.6843557,-41.395869,0.873082,0,3
radec_335.3379787_-53.20681,335.3379787,-53.20681,0.873069,0,3
radec_255.5809416_27.455192,255.5809416,27.455192,0.87306,1,2
radec_4.27682056_-13.438892,4.27682056,-13.438892,0.873057,0,3
radec_135.5644864_63.616464,135.5644864,63.616464,0.873056,0,3
radec_37.58240313_9.631551,37.58240313,9.631551,0.87305,0,3
radec_199.7336651_51.894205,199.7336651,51.894205,0.873038,0,3
radec_138.3686765_31.495084,138.3686765,31.495084,0.873032,1,2
radec_85.21283576_-26.543839,85.21283576,-26.543839,0.87302,0,3
radec_142.4766706_47.42797,142.4766706,47.42797,0.873015,1,2
radec_188.2776972_26.102535,188.2776972,26.102535,0.873012,0,3
radec_122.1072695_52.214936,122.1072695,52.214936,0.873004,0,3
radec_319.1714525_-2.074222,319.1714525,-2.074222,0.872995,0,3
radec_16.31113078_21.948051,16.31113078,21.948051,0.872991,0,3
radec_346.648095_28.498723,346.648095,28.498723,0.872987,0,3
radec_188.0595094_31.292875,188.0595094,31.292875,0.872945,0,3
radec_40.25277578_-4.083551,40.25277578,-4.083551,0.872945,0,3
radec_214.7170715_30.557103,214.7170715,30.557103,0.872941,0,3
radec_170.8628256_17.504448,170.8628256,17.504448,0.872938,0,3
radec_39.66853795_-39.485087,39.66853795,-39.485087,0.872938,0,3
radec_58.09111471_-41.450227,58.09111471,-41.450227,0.87291,0,3
radec_250.6259106_1.883177,250.6259106,1.883177,0.872909,0,3
radec_205.3477384_44.140599,205.3477384,44.140599,0.872906,0,3
radec_300.7262841_-54.824183,300.7262841,-54.824183,0.872889,0,3
radec_335.5601459_28.435728,335.5601459,28.435728,0.872873,0,3
radec_212.98934_41.040241,212.98934,41.040241,0.87287,0,3
radec_154.9211505_-8.573411,154.9211505,-8.573411,0.872854,0,3
radec_326.3850411_-2.387589,326.3850411,-2.387589,0.872844,0,3
radec_182.5977758_13.174085,182.5977758,13.174085,0.872841,0,3
radec_112.4624663_27.477553,112.4624663,27.477553,0.872828,0,3
radec_259.6931877_18.178058,259.6931877,18.178058,0.872825,0,3
radec_117.678426_20.552945,117.678426,20.552945,0.872811,0,3
radec_206.9987341_-8.582697,206.9987341,-8.582697,0.872799,0,3
radec_156.1926657_26.22878,156.1926657,26.22878,0.872792,0,3
radec_100.9229553_59.180206,100.9229553,59.180206,0.872779,0,3
radec_126.375296_13.583202,126.375296,13.583202,0.872766,0,3
radec_238.6993199_13.514861,238.6993199,13.514861,0.872746,0,3
radec_247.0039922_34.726264,247.0039922,34.726264,0.872738,0,3
radec_300.5169359_-50.591946,300.5169359,-50.591946,0.872729,0,3
radec_18.32653323_23.310067,18.32653323,23.310067,0.872716,0,3
radec_28.10966749_-51.363561,28.10966749,-51.363561,0.872692,0,3
radec_244.5666979_16.779367,244.5666979,16.779367,0.872691,0,3
radec_141.4766276_16.68908,141.4766276,16.68908,0.872675,0,3
radec_166.1634529_-5.009437,166.1634529,-5.009437,0.872674,0,3
radec_174.6901055_2.058235,174.6901055,2.058235,0.872674,1,2
radec_158.4343825_38.877917,158.4343825,38.877917,0.872672,0,3
radec_325.2585112_-52.304387,325.2585112,-52.304387,0.872667,0,3
radec_14.72806273_-33.630951,14.72806273,-33.630951,0.872654,0,3
radec_122.5070112_15.159776,122.5070112,15.159776,0.872644,0,3
radec_336.8439688_-45.400605,336.8439688,-45.400605,0.872644,0,3
radec_193.9044981_30.902423,193.9044981,30.902423,0.872633,0,3
radec_10.11866462_21.113863,10.11866462,21.113863,0.872624,0,3
radec_309.0350661_-50.198797,309.0350661,-50.198797,0.872616,0,3
radec_326.7740216_19.821175,326.7740216,19.821175,0.872612,0,3
radec_189.6367158_29.234844,189.6367158,29.234844,0.872599,0,3
radec_319.0616947_-59.341633,319.0616947,-59.341633,0.872564,0,3
radec_191.0504236_17.428157,191.0504236,17.428157,0.872561,0,3
radec_73.56958014_-64.737342,73.56958014,-64.737342,0.872558,0,3
radec_348.6777506_-45.997888,348.6777506,-45.997888,0.872539,0,3
radec_111.185122_62.096788,111.185122,62.096788,0.872538,0,3
radec_170.3605195_38.716773,170.3605195,38.716773,0.872531,0,3
radec_38.88991145_-44.232222,38.88991145,-44.232222,0.872518,0,3
radec_60.537534_-2.293845,60.537534,-2.293845,0.872496,0,3
radec_109.3023857_29.177814,109.3023857,29.177814,0.872493,0,3
radec_207.1897743_-9.620695,207.1897743,-9.620695,0.872483,0,3
radec_217.4901582_14.554839,217.4901582,14.554839,0.872483,0,3
radec_251.3906797_30.351799,251.3906797,30.351799,0.872472,0,3
radec_189.4082762_29.49775,189.4082762,29.49775,0.872468,0,3
radec_119.313106_2.80781,119.313106,2.80781,0.872445,0,3
radec_230.5682643_31.874278,230.5682643,31.874278,0.872423,1,2
radec_126.705915_59.134901,126.705915,59.134901,0.872392,0,3
radec_36.63122466_-17.311664,36.63122466,-17.311664,0.872387,0,3
radec_39.01922101_18.753104,39.01922101,18.753104,0.872386,0,3
radec_348.5383358_7.268982,348.5383358,7.268982,0.872382,0,3
radec_127.6168927_-3.687889,127.6168927,-3.687889,0.872369,0,3
radec_266.168961_25.210227,266.168961,25.210227,0.872366,0,3
radec_160.297661_6.051527,160.297661,6.051527,0.872352,0,3
radec_340.933502_-9.209502,340.933502,-9.209502,0.87234,0,3
radec_352.1118175_-44.738212,352.1118175,-44.738212,0.872338,0,3
radec_0.02188845_25.817843,0.02188845,25.817843,0.87232,0,3
radec_111.9317545_43.249051,111.9317545,43.249051,0.872308,0,3
radec_14.65171444_5.586022,14.65171444,5.586022,0.872305,0,3
radec_308.3152017_-49.253996,308.3152017,-49.253996,0.872298,0,3
radec_61.19747127_-9.393473,61.19747127,-9.393473,0.872296,0,3
radec_349.1075503_10.035107,349.1075503,10.035107,0.872295,0,3
radec_350.7684238_-13.772898,350.7684238,-13.772898,0.872293,0,3
radec_229.6053908_14.682395,229.6053908,14.682395,0.872236,0,3
radec_122.9499004_54.650148,122.9499004,54.650148,0.872224,0,3
radec_326.6117117_7.418227,326.6117117,7.418227,0.872206,0,3
radec_126.7346532_41.28318,126.7346532,41.28318,0.872185,0,3
radec_237.2114781_83.953437,237.2114781,83.953437,0.872173,0,3
radec_355.1178509_25.862099,355.1178509,25.862099,0.872169,0,3
radec_46.38391677_-25.425988,46.38391677,-25.425988,0.872157,0,3
radec_338.3164785_-62.893324,338.3164785,-62.893324,0.872143,0,3
radec_17.63624069_-44.673755,17.63624069,-44.673755,0.872122,0,3
radec_128.1608242_20.998007,128.1608242,20.998007,0.872105,0,3
radec_208.443135_77.478992,208.443135,77.478992,0.872087,0,3
radec_221.7676557_16.991864,221.7676557,16.991864,0.872083,0,3
radec_322.5551571_-44.101665,322.5551571,-44.101665,0.87207,0,3
radec_122.8722537_2.729593,122.8722537,2.729593,0.872048,0,3
radec_149.3287778_25.817902,149.3287778,25.817902,0.872034,0,3
radec_278.3041828_34.428339,278.3041828,34.428339,0.872032,0,3
radec_343.7610477_23.695726,343.7610477,23.695726,0.872019,0,3
radec_251.4620374_70.00683,251.4620374,70.00683,0.871999,0,3
radec_115.7983979_15.015597,115.7983979,15.015597,0.871996,0,3
radec_266.9282557_47.037383,266.9282557,47.037383,0.871938,0,3
radec_221.0879562_8.436724,221.0879562,8.436724,0.871937,0,3
radec_106.8723235_46.108665,106.8723235,46.108665,0.871934,0,3
radec_30.496221_-7.621329,30.496221,-7.621329,0.871919,1,2
radec_322.9965631_8.895611,322.9965631,8.895611,0.871914,0,3
radec_177.729129_11.892581,177.729129,11.892581,0.871907,0,3
radec_268.2544079_15.341217,268.2544079,15.341217,0.871906,0,3
radec_136.1679858_-0.748379,136.1679858,-0.748379,0.871903,0,3
radec_28.42973888_-53.464385,28.42973888,-53.464385,0.871882,0,3
radec_33.25490399_-47.311847,33.25490399,-47.311847,0.871871,0,3
radec_337.5948587_-49.796264,337.5948587,-49.796264,0.871871,0,3
radec_248.440034_37.306946,248.440034,37.306946,0.871864,0,3
radec_109.3413524_29.049194,109.3413524,29.049194,0.871861,0,3
radec_108.1924817_57.503066,108.1924817,57.503066,0.87185,0,3
radec_263.9393974_27.772168,263.9393974,27.772168,0.871839,0,3
radec_358.0760829_-37.84986,358.0760829,-37.84986,0.871834,0,3
radec_173.7506265_17.824469,173.7506265,17.824469,0.871812,0,3
radec_341.847327_-51.202284,341.847327,-51.202284,0.871812,0,3
radec_352.3820696_12.962898,352.3820696,12.962898,0.871809,0,3
radec_250.7274916_7.619113,250.7274916,7.619113,0.87179,0,3
radec_140.146159_-6.65619,140.146159,-6.65619,0.87174,1,2
radec_256.3942962_14.635049,256.3942962,14.635049,0.871724,0,3
radec_139.9083822_6.805768,139.9083822,6.805768,0.871712,0,3
radec_38.77646084_-23.952689,38.77646084,-23.952689,0.871711,0,3
radec_107.0701384_46.072348,107.0701384,46.072348,0.871699,0,3
radec_220.8084884_-8.695263,220.8084884,-8.695263,0.871699,0,3
radec_328.7622192_4.590855,328.7622192,4.590855,0.871684,0,3
radec_8.58208757_27.035572,8.58208757,27.035572,0.871684,0,3
radec_97.79674634_45.719556,97.79674634,45.719556,0.871684,0,3
radec_335.3420778_-1.497199,335.3420778,-1.497199,0.871679,0,3
radec_346.7734988_32.812716,346.7734988,32.812716,0.871672,0,3
radec_326.8061116_-11.538305,326.8061116,-11.538305,0.871651,1,2
radec_5.34201412_-34.905828,5.34201412,-34.905828,0.871634,0,3
radec_119.2586907_66.033572,119.2586907,66.033572,0.871621,0,3
radec_146.2168806_42.009316,146.2168806,42.009316,0.871609,0,3
radec_238.7111938_70.935621,238.7111938,70.935621,0.871609,0,3
radec_102.9332291_67.702324,102.9332291,67.702324,0.871605,0,3
radec_115.0535205_22.025423,115.0535205,22.025423,0.87159,1,2
radec_247.0127491_34.687618,247.0127491,34.687618,0.871585,0,3
radec_316.4845031_14.131633,316.4845031,14.131633,0.871585,0,3
radec_120.6831603_1.935366,120.6831603,1.935366,0.871563,0,3
radec_100.8786898_34.3941,100.8786898,34.3941,0.871531,0,3
radec_151.820276_26.558635,151.820276,26.558635,0.87152,0,3
radec_10.82473647_-15.362728,10.82473647,-15.362728,0.871519,0,3
radec_226.1415937_35.450483,226.1415937,35.450483,0.871516,0,3
radec_56.79162645_-52.365284,56.79162645,-52.365284,0.871507,0,3
radec_253.7312949_35.737372,253.7312949,35.737372,0.871495,1,2
radec_346.588557_-43.090114,346.588557,-43.090114,0.871492,0,3
radec_144.2042512_78.782768,144.2042512,78.782768,0.871481,0,3
radec_216.7893577_24.832566,216.7893577,24.832566,0.87147,0,3
radec_355.7307576_29.884118,355.7307576,29.884118,0.871456,0,3
radec_359.4277676_30.719918,359.4277676,30.719918,0.871452,0,3
radec_314.7682594_-39.746871,314.7682594,-39.746871,0.871446,0,3
radec_5.88994528_-2.782071,5.88994528,-2.782071,0.871436,0,3
radec_254.7051189_10.592886,254.7051189,10.592886,0.871421,0,3
radec_114.5385334_19.164968,114.5385334,19.164968,0.871394,0,3
radec_154.2007428_18.326121,154.2007428,18.326121,0.871386,0,3
radec_179.8467204_45.656625,179.8467204,45.656625,0.871352,0,3
radec_165.1970588_11.840959,165.1970588,11.840959,0.871348,0,3
radec_251.9581092_2.848894,251.9581092,2.848894,0.871343,0,3
radec_181.8335303_22.745937,181.8335303,22.745937,0.87134,0,3
radec_156.966952_31.107348,156.966952,31.107348,0.871339,0,3
radec_326.5060094_18.542813,326.5060094,18.542813,0.871323,0,3
radec_186.3294968_13.231859,186.3294968,13.231859,0.871313,0,3
radec_124.1118183_23.734757,124.1118183,23.734757,0.871307,0,3
radec_243.0793003_17.82085,243.0793003,17.82085,0.871307,1,2
radec_207.6710728_-8.265893,207.6710728,-8.265893,0.871293,0,3
radec_21.9081574_20.54504,21.9081574,20.54504,0.871287,0,3
radec_13.66007919_2.371989,13.66007919,2.371989,0.871282,1,2
radec_136.627008_24.197866,136.627008,24.197866,0.871275,0,3
radec_257.0364539_11.883029,257.0364539,11.883029,0.871269,1,2
radec_215.1821999_16.723769,215.1821999,16.723769,0.871246,0,3
radec_318.7632412_-54.072239,318.7632412,-54.072239,0.871236,0,3
radec_26.70222051_25.693251,26.70222051,25.693251,0.871229,0,3
radec_332.2327071_2.158944,332.2327071,2.158944,0.871218,1,2
radec_166.2242262_19.985255,166.2242262,19.985255,0.871216,0,3
radec_168.1173199_-28.772546,168.1173199,-28.772546,0.871206,0,3
radec_307.1006375_-51.785701,307.1006375,-51.785701,0.8712,0,3
radec_208.6252037_-8.49961,208.6252037,-8.49961,0.871184,0,3
radec_103.4881067_55.224837,103.4881067,55.224837,0.871169,0,3
radec_246.6121304_16.26627,246.6121304,16.26627,0.871144,0,3
radec_169.0013572_23.018841,169.0013572,23.018841,0.871142,0,3
radec_0.95137449_32.673339,0.95137449,32.673339,0.87114,0,3
radec_151.287208_22.377139,151.287208,22.377139,0.871137,0,3
radec_125.6075066_52.035865,125.6075066,52.035865,0.871133,0,3
radec_167.4700641_10.134921,167.4700641,10.134921,0.87113,0,3
radec_194.2718367_34.335093,194.2718367,34.335093,0.871128,0,3
radec_147.6043068_7.003303,147.6043068,7.003303,0.871122,0,3
radec_342.5823671_-44.320222,342.5823671,-44.320222,0.871112,0,3
radec_2.39454895_-35.13575,2.39454895,-35.13575,0.871092,0,3
radec_258.286528_52.084424,258.286528,52.084424,0.871065,0,3
radec_145.3614692_-6.953755,145.3614692,-6.953755,0.871051,1,2
radec_338.1677347_23.270787,338.1677347,23.270787,0.871046,0,3
radec_330.2677405_-44.999925,330.2677405,-44.999925,0.871036,0,3
radec_144.1040933_20.887081,144.1040933,20.887081,0.871032,0,3
radec_306.5009029_-47.167426,306.5009029,-47.167426,0.87097,0,3
radec_329.6808925_-3.092497,329.6808925,-3.092497,0.870954,0,3
radec_122.7230761_73.249478,122.7230761,73.249478,0.870942,0,3
radec_12.11826166_-44.439804,12.11826166,-44.439804,0.870932,0,3
radec_164.2290004_45.643628,164.2290004,45.643628,0.870925,0,3
radec_344.5462287_-9.724392,344.5462287,-9.724392,0.870922,0,3
radec_336.2699292_-63.07469,336.2699292,-63.07469,0.870912,0,3
radec_113.3776594_24.005166,113.3776594,24.005166,0.870909,0,3
radec_28.46061589_-15.711756,28.46061589,-15.711756,0.870904,0,3
radec_23.89216089_-12.806706,23.89216089,-12.806706,0.870897,0,3
radec_317.1576644_-40.894888,317.1576644,-40.894888,0.870884,0,3
radec_314.830266_-53.952914,314.830266,-53.952914,0.870879,0,3
radec_251.7120816_39.739052,251.7120816,39.739052,0.870869,0,3
radec_18.56657009_24.740888,18.56657009,24.740888,0.87086,0,3
radec_12.64505009_-37.290387,12.64505009,-37.290387,0.870857,0,3
radec_323.3262861_16.969699,323.3262861,16.969699,0.870856,0,3
radec_253.6618201_1.108972,253.6618201,1.108972,0.870855,0,3
radec_131.7670427_19.948718,131.7670427,19.948718,0.870833,0,3
radec_310.2140496_-9.926102,310.2140496,-9.926102,0.87081,0,3
radec_306.0005536_-59.34742,306.0005536,-59.34742,0.870798,0,3
radec_136.6029154_61.953694,136.6029154,61.953694,0.870791,0,3
radec_312.0038726_-41.927685,312.0038726,-41.927685,0.870767,0,3
radec_325.9000872_-11.054962,325.9000872,-11.054962,0.870762,0,3
radec_167.5981291_18.415453,167.5981291,18.415453,0.870751,0,3
radec_351.0654689_6.982788,351.0654689,6.982788,0.870718,0,3
radec_216.332914_42.207752,216.332914,42.207752,0.870712,1,2
radec_123.3613874_60.006484,123.3613874,60.006484,0.870692,0,3
radec_132.3380895_-1.150271,132.3380895,-1.150271,0.870692,0,3
radec_139.3951022_28.01832,139.3951022,28.01832,0.870684,0,3
radec_236.9155658_32.139549,236.9155658,32.139549,0.87066,1,2
radec_85.24198642_-31.527167,85.24198642,-31.527167,0.870643,0,3
radec_16.83717079_-53.125628,16.83717079,-53.125628,0.870625,0,3
radec_321.5017689_1.416557,321.5017689,1.416557,0.870623,0,3
radec_298.4649716_-55.61659,298.4649716,-55.61659,0.870611,0,3
radec_13.30394885_-22.517997,13.30394885,-22.517997,0.870569,0,3
radec_168.8136719_-2.618062,168.8136719,-2.618062,0.870568,0,3
radec_187.766208_31.926566,187.766208,31.926566,0.870568,0,3
radec_130.2744792_30.041533,130.2744792,30.041533,0.870536,0,3
radec_345.488586_15.597215,345.488586,15.597215,0.870535,0,3
radec_22.17881142_19.578139,22.17881142,19.578139,0.870534,0,3
radec_142.9606954_27.583592,142.9606954,27.583592,0.870523,0,3
radec_7.57790822_-46.279976,7.57790822,-46.279976,0.870522,0,3
radec_156.6147323_-29.985255,156.6147323,-29.985255,0.870519,0,3
radec_307.6043638_3.91435,307.6043638,3.91435,0.870512,0,3
radec_246.298117_13.490274,246.298117,13.490274,0.870505,0,3
radec_4.98529142_22.448669,4.98529142,22.448669,0.870498,0,3
radec_169.4311008_-3.843381,169.4311008,-3.843381,0.870488,1,2
radec_256.0265814_17.620682,256.0265814,17.620682,0.870488,1,2
radec_180.9183729_27.799433,180.9183729,27.799433,0.870468,0,3
radec_8.64590605_32.432125,8.64590605,32.432125,0.870463,0,3
radec_338.7314925_31.624812,338.7314925,31.624812,0.870458,0,3
radec_179.8301766_3.698098,179.8301766,3.698098,0.870447,0,3
radec_34.89407896_-9.668351,34.89407896,-9.668351,0.870416,0,3
radec_327.4012783_-40.595832,327.4012783,-40.595832,0.870415,0,3
radec_54.43677722_-34.036902,54.43677722,-34.036902,0.870413,0,3
radec_244.7780972_24.945263,244.7780972,24.945263,0.870396,0,3
radec_342.2691912_16.686339,342.2691912,16.686339,0.870396,1,1
radec_230.6586074_30.660207,230.6586074,30.660207,0.870385,0,3
radec_66.59028424_-7.073151,66.59028424,-7.073151,0.870383,0,3
radec_321.2647719_0.906469,321.2647719,0.906469,0.87038,1,2
radec_31.55460548_17.346581,31.55460548,17.346581,0.87036,0,3
radec_351.5885495_18.314579,351.5885495,18.314579,0.870357,0,3
radec_124.0153493_48.422097,124.0153493,48.422097,0.870325,0,3
radec_20.69324404_28.235993,20.69324404,28.235993,0.870316,0,3
radec_201.9179482_-1.174334,201.9179482,-1.174334,0.870308,0,3
radec_142.2454231_-3.376438,142.2454231,-3.376438,0.870272,0,3
radec_356.781011_-45.32576,356.781011,-45.32576,0.870269,0,3
radec_162.4885526_-9.482457,162.4885526,-9.482457,0.870254,0,3
