ID,RA,DEC,CONFIDENCE,FLG_SPEC,CLASS
rd_157.5120132_-8.11413176,157.5120132,-8.11413176,0.94981,0,
rd_162.7195227_-7.489959,162.7195227,-7.489959,0.949796,0,
rd_25.00914519_-15.46495444,25.00914519,-15.46495444,0.94975,0,
rd_335.0602314_-40.9835494,335.0602314,-40.9835494,0.949743,0,
rd_338.8454184_-49.73087474,338.8454184,-49.73087474,0.94973,0,
rd_198.9728311_-3.5067828,198.9728311,-3.5067828,0.94973,1,A
rd_12.87998946_-44.68660385,12.87998946,-44.68660385,0.94971,0,
rd_4.54739161_33.18582148,4.54739161,33.18582148,0.949704,0,
rd_315.7965474_-6.85117737,315.7965474,-6.85117737,0.949648,0,
rd_5.97498725_30.81498682,5.97498725,30.81498682,0.949647,0,
rd_314.0392848_-42.15150297,314.0392848,-42.15150297,0.949573,0,
rd_329.6798163_22.3683857,329.6798163,22.3683857,0.949532,0,
rd_77.12069178_-54.74669109,77.12069178,-54.74669109,0.949526,0,
rd_62.42222674_-50.11505448,62.42222674,-50.11505448,0.949516,0,
rd_254.6003967_35.5075735,254.6003967,35.5075735,0.949437,0,
rd_349.4178799_-45.72465997,349.4178799,-45.72465997,0.949407,0,
rd_119.2637555_0.75572174,119.2637555,0.75572174,0.949294,0,
rd_21.10080038_-53.01130933,21.10080038,-53.01130933,0.949239,0,
rd_338.6537222_0.37351188,338.6537222,0.37351188,0.949197,0,
rd_335.642082_-11.89025408,335.642082,-11.89025408,0.94903,0,
rd_77.52414783_-62.62552527,77.52414783,-62.62552527,0.949021,0,
rd_359.3060804_30.9398101,359.3060804,30.9398101,0.948975,0,
rd_159.7216893_15.36996594,159.7216893,15.36996594,0.948966,0,
rd_253.4396961_2.09936372,253.4396961,2.09936372,0.948958,0,
rd_73.59385912_-37.71262651,73.59385912,-37.71262651,0.948912,0,
rd_146.6116573_-8.55632707,146.6116573,-8.55632707,0.948867,0,
rd_257.0993613_25.41257862,257.0993613,25.41257862,0.948806,0,
rd_346.7479604_-11.33979836,346.7479604,-11.33979836,0.948766,0,
rd_328.7213677_-57.94406099,328.7213677,-57.94406099,0.94876,0,
rd_309.3919443_-2.33834513,309.3919443,-2.33834513,0.94875,0,
rd_310.4397114_-62.78449787,310.4397114,-62.78449787,0.948746,0,
rd_265.7421785_16.045615,265.7421785,16.045615,0.948734,1,sdB
rd_36.62758889_31.91022445,36.62758889,31.91022445,0.948732,0,
rd_175.5746751_29.56994417,175.5746751,29.56994417,0.948704,0,
rd_249.4117459_33.8901194,249.4117459,33.8901194,0.94869,0,
rd_38.05573064_20.88567337,38.05573064,20.88567337,0.948684,0,
rd_288.4980963_71.47666289,288.4980963,71.47666289,0.948645,0,
rd_37.41079658_29.93917648,37.41079658,29.93917648,0.948635,0,
rd_340.9369292_-43.77634187,340.9369292,-43.77634187,0.948576,0,
rd_264.4904046_36.66661551,264.4904046,36.66661551,0.948569,0,
rd_55.62312741_-33.61599845,55.62312741,-33.61599845,0.948539,0,
rd_75.22787644_-54.98191592,75.22787644,-54.98191592,0.948488,0,
rd_134.0447351_18.41834303,134.0447351,18.41834303,0.948472,0,
rd_26.25658926_-33.86671853,26.25658926,-33.86671853,0.948444,0,
rd_254.2513528_0.92694798,254.2513528,0.92694798,0.948436,0,
rd_177.8450628_5.4094662,177.8450628,5.4094662,0.948433,1,B
rd_184.7553156_6.04459645,184.7553156,6.04459645,0.948417,0,
rd_337.4985677_17.72222494,337.4985677,17.72222494,0.948352,0,
rd_216.1684067_56.52301743,216.1684067,56.52301743,0.948327,0,
rd_268.2070535_19.93882862,268.2070535,19.93882862,0.948309,1,sdB
rd_264.3932988_14.76621196,264.3932988,14.76621196,0.948287,1,sdB
rd_325.4949199_-50.21364174,325.4949199,-50.21364174,0.948248,0,
rd_34.7839072_28.5475237,34.7839072,28.5475237,0.94823,0,
rd_154.8103562_20.55784785,154.8103562,20.55784785,0.948219,0,
rd_31.55334321_-23.91512517,31.55334321,-23.91512517,0.948161,0,
rd_319.387183_-60.02345138,319.387183,-60.02345138,0.948143,0,
rd_150.8567393_19.17665354,150.8567393,19.17665354,0.948128,0,
rd_52.08265085_-27.25035827,52.08265085,-27.25035827,0.94811,0,
rd_123.6915626_2.17325488,123.6915626,2.17325488,0.948109,0,
rd_125.8166153_66.9516554,125.8166153,66.9516554,0.94806,0,
rd_22.88480478_18.20669242,22.88480478,18.20669242,0.948022,0,
rd_323.5791461_0.13990686,323.5791461,0.13990686,0.94802,0,
rd_82.19085376_-28.43537627,82.19085376,-28.43537627,0.948,0,
rd_161.6528045_-26.79329315,161.6528045,-26.79329315,0.94795,0,
rd_62.43478112_-35.06589459,62.43478112,-35.06589459,0.947897,0,
rd_11.68249245_30.34193569,11.68249245,30.34193569,0.947882,0,
rd_81.59538286_-59.47635306,81.59538286,-59.47635306,0.947715,0,
rd_15.395069_-62.29266963,15.395069,-62.29266963,0.947714,0,
rd_82.28108153_-21.23443694,82.28108153,-21.23443694,0.947588,0,
rd_350.6352065_-63.85491693,350.6352065,-63.85491693,0.94757,0,
rd_257.5513883_7.81524538,257.5513883,7.81524538,0.947559,1,sdB
rd_263.9985241_26.99263328,263.9985241,26.99263328,0.947528,0,
rd_331.9185161_-10.05533296,331.9185161,-10.05533296,0.947481,0,
rd_44.61076053_-10.49163086,44.61076053,-10.49163086,0.947464,0,
rd_117.7899239_28.49066025,117.7899239,28.49066025,0.947439,0,
rd_231.6462145_82.94231066,231.6462145,82.94231066,0.947372,0,
rd_307.3724227_2.30233913,307.3724227,2.30233913,0.947365,0,
rd_61.34865952_-47.80087162,61.34865952,-47.80087162,0.947351,0,
rd_76.45654228_-42.68083445,76.45654228,-42.68083445,0.947342,0,
rd_37.14419504_-34.62125885,37.14419504,-34.62125885,0.947293,0,
rd_66.50054738_-65.09700161,66.50054738,-65.09700161,0.947278,0,
rd_270.4415282_19.87471023,270.4415282,19.87471023,0.947269,0,
rd_94.3933274_-40.30688704,94.3933274,-40.30688704,0.947241,0,
rd_188.3546247_46.23196453,188.3546247,46.23196453,0.947191,0,
rd_226.7674963_78.6607112,226.7674963,78.6607112,0.947166,0,
rd_251.1890082_23.44600183,251.1890082,23.44600183,0.947102,0,
rd_89.96317358_-47.96499151,89.96317358,-47.96499151,0.94709,0,
rd_242.8048147_28.14651161,242.8048147,28.14651161,0.947061,1,B
rd_20.07087484_20.49553927,20.07087484,20.49553927,0.946993,0,
rd_68.41932745_-27.98160018,68.41932745,-27.98160018,0.946989,0,
rd_334.2971421_17.59556152,334.2971421,17.59556152,0.946963,0,
rd_23.14673014_-48.60792937,23.14673014,-48.60792937,0.94695,0,
rd_240.6641971_3.95603416,240.6641971,3.95603416,0.946947,0,
